"Record Key","Chainage Start (m)","Chainage End (m)","Length (m)","Pipeline Section","Register","Asset Type","Asset ID","Trench Type","Source Length (m)","Drawing (Start)","Drawing (End)","Drawing (superseded)","Info Source","Included in Current Plan","Section Ref (source)","Feature Name","Utility Description","Surface","Pipeline DN","Embankment Treatment","Creek Bed Treatment","Pipe Description","Type 6 (m)","Type 7 (m)","Type 4 & 7 (m)","Type 4 & 6 (m)","Operator","Location","Material","Size (mm)","ID","Actual Chainage (surveyed)","Located","C&G Code","Trench Code","Surveyors PtNo","E","N","Z","Survey Code","Proven to Underside of Service","Test Point","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m)","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Excavation Permit Required?","Excavation Permit Date","Crossing Permit Required?","Crossing Permit Date","Comments","Source File","Source Row","Area (m2)","Timber Density","Thrust Block Category","Installed","Install Date","Installed By","Test Document No","Test Status","Test Date","Complete","Completion Date","Progress Notes","Unit Rate ($)","Quantity","Unit","Total Cost ($)","Fitting Type","Type of Bend","Fitting Material","Fitting DN (mm)","Max Test Pressure (kPa)","Allowable Lateral Bearing (kPa)","Thrust Block Item","Design Source","Valve Type","Crossing Type","Crew","Bend Rate Class","Completion Driver","Front Chainage (m)","Auto Complete","Auto Complete As At","Unlabelled Column CO","Valve Arrangement Type","Valve Assembly Group","Valve Arrangement","Branch / Tee Size","Air Valve","Scour Valve","Side","Invert Level (m)","Depth of Invert (m)","Natural Surface (m)","Orifice Plate Bore (mm)","Within 1% AEP Flood Zone","Claim Item No (PC02)","Location Drawing Ref"
"PHW-TT-0072","10582.353","10645.383","63.030000000000655","PHW","Trench Type","TRENCH SECTION","","8A","63.0300000000007","D-DWG-PHW-016.2","D-DWG-PHW-016.2","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0117","10582.353","10654.383","72.03000000000065","PHW","Pipe","PIPE","PHW-PIPE-0117","","","D-DWG-PHW-016.2","","","","","PHW","","","","660","","","OD660 MSCL 6WT SINTALOCK TYPE 2 PN35 + OD813 12WT MS Enveloper","","","","","","","MSCL","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Warrego Highway","Trenchless","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0001","10595","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","EUD LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0002","10597","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","DG LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0003","10598","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","DG LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0004","10599","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","DG LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0005","10609","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","EUD LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0006","10610","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","DG LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-SL-0007","10632","","","PHW","Foreign Service","SURVEY LEVEL","","","","D-DWG-PHW-016.2","","","","Yes","PHW","","EUD LEVEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNKOWN ASSET ","Forreign service raw data.xlsx","96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-CM-0031","10642","","","PHW","Foreign Service","COMMUNICATIONS","PHW-CM-0031","","","D-DWG-PHW-016.2","","","BYDA","Yes","PHW","","BYDA TELSTRA COMMS DN100","","","","","","","","","","Telstra","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TT-0073","10645.383","10684.369","38.986000000000786","PHW","Trench Type","TRENCH SECTION","","4","38.9860000000008","D-DWG-PHW-016.2","D-DWG-PHW-016.2","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0118","10654.383","10684.369","29.986000000000786","PHW","Pipe","PIPE","PHW-PIPE-0118","","","D-DWG-PHW-016.2","","","","","PHW","","","","660","","","OD660 MSCL 6WT SINTALOCK TYPE 2 PN35","","","","","","","MSCL","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PHW-BND-053","9727.431","","","PHW","Bend","HOR","PHW-BND-053","","","D-DWG-PHW-014.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","600","","","","","","","","11.25","PIPE","0","NO","","","","","","","","","","","","","","","",""
"PHW-EL-0016","10676","","","PHW","Foreign Service","ELECTRICITY","PHW-EL-0016","","","D-DWG-PHW-016.2","","D-DWG-PHW-016_C","PUP","Yes","PHW","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TT-0074","10684.369","11171.188","486.8189999999995","PHW","Trench Type","TRENCH SECTION","","1A","486.819","D-DWG-PHW-016.2","D-DWG-PHW-016.2","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0119","10684.369","10752.637","68.26800000000003","PHW","Pipe","PIPE","PHW-PIPE-0119","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-EL-0017","10691","","","PHW","Foreign Service","ELECTRICITY","PHW-EL-0017","","","D-DWG-PHW-016.2","","D-DWG-PHW-016_C","PUP","Yes","PHW","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-CM-0032","10692","","","PHW","Foreign Service","COMMUNICATIONS","PHW-CM-0032","","","D-DWG-PHW-016.2","","","BYDA","Yes","PHW","","BYDA TELSTRA COMS ","","","","","","","","","","Telstra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TB-037","5498.469","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-037","","","","","","","","PHW","","Type 5","","","","","","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE.xlsm","49","","","Bend","","","","","","","","","","14784","1","each","14784","Bend","22.5","DICL","600","2731","240","Bend; 22.5 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-BND-054","9885.484","","","PHW","Bend","HOR","PHW-BND-054","","","D-DWG-PHW-014.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","600","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","","","","","","",""
"PHW-BND-107","9885.484","","","PHW","Bend","HOR","PHW-BND-107","","","D-DWG-PHW-014.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","D-DWG-PHW-032.1.IFC.pdf","","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","600","","","","D-DWG-PHW-032.1.IFC.pdf — PHW DN600 DICL PN35 Pipeline Setout Table","","","","11.25","PIPE","0","NO","","","","","","","","","","","","","","","",""
"PHW-PIPE-0120","10752.637","10795","42.362999999999374","PHW","Pipe","PIPE","PHW-PIPE-0120","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-CM-0033","10775","","","PHW","Foreign Service","COMMUNICATIONS","PHW-CM-0033","","","D-DWG-PHW-016.2","","","BYDA","Yes","PHW","","BYDA TELSTRA COMS DN50","","","","","","","","","","Telstra","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-EL-0018","10793","","","PHW","Foreign Service","ELECTRICITY","PHW-EL-0018","","","D-DWG-PHW-016.2","","","PUP","Yes","PHW","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0121","10795","10805","10","PHW","Pipe","PIPE","PHW-PIPE-0121","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0122","10805","10892.518","87.51800000000003","PHW","Pipe","PIPE","PHW-PIPE-0122","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-AV-021","10835.446","","","PHW","Valve","AV","PHW-AV-021","","","D-DWG-PHW-016.2","","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A41","","","","","","","","","","","","48300","1","each","48300","","","","","","","","","1A","","","","PIPE","0","NO","","","AV TYPE 1A","AV Pit Type 1A & 1B (Buried)","Inline","DN600x300","Yes","No","N/A","507","2.014","509.014","N/A","N","PHW-6420.01",""
"PHW-PIPE-0123","10892.518","10902.518","10","PHW","Pipe","PIPE","PHW-PIPE-0123","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open trench minor road Crossing","Special Crossings","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0124","10902.518","11171.188","268.6700000000001","PHW","Pipe","PIPE","PHW-PIPE-0124","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-TT-0075","11171.188","11191.258","20.06999999999971","PHW","Trench Type","TRENCH SECTION","","6","20.0699999999997","D-DWG-PHW-016.2","D-DWG-PHW-016.2","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-PIPE-0125","11171.188","11252.039","80.85100000000057","PHW","Pipe","PIPE","PHW-PIPE-0125","","","D-DWG-PHW-016.2","","","","","PHW","","","","600","","","DN600 DICL PN35","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open Trenched Creek Crossings","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-RD-0009","11174","11181","7","PHW","Road & Rail Crossing","MINOR ROAD CROSSING","PHW-RD-0009","","7","","","","","","PHW","Wirth Road","","Sealed","600","","","DN600 PN35 DICL RRJ","7","","","","TRC","","","","","","","","","","","","","","","","Open Trenching","","","","","","","","","","","","","","","T2WRWP-05304-PTW-PPG-SCH-00002_PHW_PWG.xlsx","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-VG-0061","11180","11190","10","PHW","Vegetation","TREE REMOVAL","VEG_PHW061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1 SMALL TREE","T2W - Tree Removal TakeOff (V.1).xlsx","78","23.8","LIGHT","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PHW-CM-0034","11188","","","PHW","Foreign Service","COMMUNICATIONS","PHW-CM-0034","","","D-DWG-PHW-016.2","","","BYDA","Yes","PHW","","BYDA TELSTRA COMMS ","","","","","","","","","","Telstra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHW-TT-0076","11191.258","11382.203","190.9449999999997","PHW","Trench Type","TRENCH SECTION","","1A","190.945","D-DWG-PHW-016.2","D-DWG-PHW-017.2","","","","PHW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
